name,rank_custom,rank_bangumi,subjectname
23443,2128,1917,魔法咪路咪路
30627,2129,2149,飞天小女警
216435,2130,1264,至爱梵高
4871,2131,1748,课长之恋
37855,2132,2134,光之美少女全明星 New Stage 未来的朋友
1906,2133,2468,暗与帽子与书之旅人
85386,2134,2071,入学考试
219483,2135,2048,偶像大师 灰姑娘女孩剧场 第二季
5647,2136,2796,学园默示录
94236,2137,2769,普通女高中生要做当地偶像
21065,2138,2585,机动战士高达SEED C.E.73 观星者
51621,2139,1940,血咒圣痕
190485,2140,2164,魔弦传说
827,2141,2516,日在校园
4313,2141,2343,会长是女仆大人
192978,2143,2246,七大罪 戒律的复活
178533,2144,2415,奇幻森林
104420,2145,2690,棺姬嘉依卡 OVA
13343,2146,2280,永远之久远 第一章 泡沫的花瓣
163711,2147,2511,战姬绝唱SYMPHOGEAR AXZ
39088,2148,2686,马达加斯加
201754,2149,2298,人马小姐不迷茫
124185,2150,2702,潮与虎
897,2151,2423,今天开始做魔王 第二季
121003,2152,1985,兔宝的悲惨日常 梦幻篇
43951,2153,2478,魔法少女☆伊莉雅
37898,2154,2242,我的妹妹哪有这么可爱。
4542,2155,1891,迷糊天使
36118,2156,2381,101忠狗
12697,2157,1986,仙乐传说 世界统合篇
148097,2158,2543,发条精灵战记 天镜的极北之星
66491,2158,1959,血型君
39089,2160,2340,马达加斯加2：逃往非洲
1990,2161,2357,海贼王 被诅咒的圣剑
204145,2162,2577,调教咖啡厅
35977,2163,1741,卡片战斗先导者 亚洲巡回赛篇
2916,2164,1916,东京巴比伦
5087,2165,1896,弃宝之岛：遥与魔法镜
49278,2166,2439,境界的彼方
81034,2167,2094,蜡笔小新 超级美味B级美食大逃亡
29366,2168,2111,三国演义
116276,2169,2422,马达加斯加的企鹅
3033,2170,2388,剧场版 精灵宝可梦DP：阿尔宙斯 超克的时空
59077,2171,2154,邻座的怪同学 OAD
28103,2172,2459,熊猫家族
47761,2173,2018,四驱兄弟WGP 暴走四驱大追踪
91222,2174,2385,花舞少女
184059,2175,2438,阿童木起源
10335,2176,2628,手塚治虫的佛陀～美丽的红色沙漠～
88438,2177,2145,Little Busters! OVA
37418,2178,2626,哪吒传奇
107099,2179,2290,苍蓝钢铁的琶音 DC
10542,2180,2465,剧场版 精灵宝可梦DP：幻影的霸者 索罗亚克
24075,2181,2399,遗迹守护者
121377,2182,2888,那就是声优！
24593,2183,2957,Code Geass 亡国的阿基德 第一章「翼龙降临」
2078,2184,2247,逮捕令 全速前进
19540,2185,2283,便·当
159335,2186,1873,蜡笔小新 爆睡！梦世界大作战
49619,2186,2555,拜托了 爱因兹贝伦咨询室
3630,2188,2414,东之伊甸 总集篇 Air Communication
28431,2189,2070,一起一起这里那里
89751,2190,2527,漫画家和助手
3422,2190,2152,犬神
2681,2192,2181,初音岛 if
31413,2193,2514,织田信奈的野望
17122,2194,2035,魔法老师！～白色之翼 ALA ALBA～
38212,2195,1018,终极蜘蛛侠 第一季
1467,2196,1577,胡子小鸡
174765,2197,2760,思念的碎片
28206,2198,2813,野良剧
171068,2199,2322,文豪野犬 第二季
153114,2200,2389,亚人 OAD
3137,2201,2323,数码暴龙03驯兽师之王 冒险者的战斗
6909,2202,2580,打工声优！
104139,2203,2920,苹果核战记α
230295,2204,1782,侦探歌剧 少女福尔摩斯 亚森 华丽的欲望
95010,2205,2510,Free!-Eternal Summer-
197441,2206,2785,爱丽丝与藏六
128635,2207,2444,若叶女孩
170241,2208,2379,B：起点
54173,2209,2792,AKB0048 next stage
43310,2210,2493,AURA ～魔龙院光牙最后的战斗～
1852,2210,2274,拜托了双子星
47760,2212,2554,四驱兄弟MAX
69069,2213,1699,学园救援团 OAD
48928,2214,2279,龙珠Z 击败超战士
9397,2214,2063,MÄR 魔法世界
44941,2216,2353,龙珠Z 地球争霸战
60605,2217,768,南方公园 第6季
213076,2218,2945,如果有妹妹就好了。
126606,2219,2612,第三飞行少女队
10299,2220,1639,飞轮少年 黑翼与沉睡森林 -Break on the sky-
4873,2221,1758,狂野情人
3955,2222,1851,Fate/stay night TV总集篇
15353,2223,2144,强殖装甲凯普
121002,2224,2074,机器人少女Z+
6751,2225,2376,草莓100% 恋爱开始!? 摄影合宿 ～动摇的心向东向西～
76194,2226,2210,未来日记Redial
111760,2227,2522,头文字D Legend2 -斗走-
4369,2228,2121,捉迷藏
7573,2229,2633,变态生理研究班 OAD
131779,2230,2428,海底总动员2
1869,2231,2384,海贼王 黄金岛大冒险
144843,2232,2258,高校舰队
104908,2233,2441,漫画家和助手 OVA
4263,2234,2191,渣和无用改革
13987,2235,2146,纯情房东俏房客 Again
2274,2236,1825,光与水的女神
1028,2237,2192,舞-乙HiME
36828,2238,2630,汽车总动员
46829,2239,1731,Q弟侦探因幡
36247,2240,2027,人参娃娃
10567,2241,1664,风与木之诗
9271,2242,1591,反斗小王子
103831,2243,2650,弥留之国的爱丽丝
28114,2244,2065,叮当猫
48031,2245,2103,GJ部
14519,2246,2327,蓝精灵
92382,2247,2684,刀剑神域 第二季
129384,2248,2336,和歌子酒
236103,2249,2549,道口时间
2172,2250,2874,你所期望的永远 ～Next Season～
82896,2251,2653,我不受欢迎，怎么想都是你们的错！ OAD
44461,2252,2552,纳米核心
3369,2253,1866,藏獒多吉
10595,2254,2696,无敌看板娘
7014,2255,1232,和殿下一起 1分钟剧场
72109,2256,2719,Free!
28359,2257,2366,魔豆传奇
6997,2258,1904,最游记RELOAD GUNLOCK
44758,2259,2206,头文字D Extra Stage
100448,2260,2625,和谐
2216,2261,2304,皇家国教骑士团
4195,2262,2345,幕末机关说
9779,2263,2128,恶魔奶爸
65163,2264,2117,冰河世纪：猛犸象的圣诞
74755,2265,3064,LOVE STAGE!!
9840,2266,1794,魁拔之十万火急
44938,2267,2726,龙珠 摩诃不可思议的冒险
61141,2268,2083,直白标题机器人动画
494,2269,2850,红 Kurenai
108012,2270,2745,秋之鼓点
54277,2271,2397,机动战士高达SEED DESTINY HD重制版
24540,2272,2284,Another 第0话
19542,2273,2031,新・天地无用!
12012,2274,2518,海尔兄弟
1600,2275,2272,死神
108820,2276,2768,Pokémon the movie XY 光环的超魔神 胡帕
90772,2277,2224,GJ部@
1871,2278,2310,海贼王 发条岛的冒险
5109,2279,2008,灼眼的夏娜炭
23303,2280,2940,游戏王剧场版 超融合！超越时空的羁绊
28496,2281,2142,火影忍者外传 李洛克的青春FULL POWER忍传
209956,2282,2278,巴哈姆特之怒 GENESIS Short Story
61339,2283,2166,虹猫蓝兔七侠传
111081,2284,2269,潜行吧！奈亚子F
144620,2285,2257,赤发白雪姬 OAD
7107,2286,2163,魔法少女砂沙美
236947,2287,2380,最后的休止符 无止境的螺旋物语
42786,2288,2229,天方魔谭MAGI
194877,2289,2627,星期一的丰满
1939,2290,2534,网球王子
1838,2291,2561,死神的歌谣
88731,2292,2484,女神异闻录3 剧场版 第二章 仲夏骑士之梦
193373,2293,2710,魔法少女☆伊莉雅 雪下的誓言
93438,2293,2424,魔女的使命 OAD
1429,2295,2194,战国BASARA
5910,2296,2368,初瓣
20235,2297,2523,圣斗士星矢 天界篇 序奏～overture～
84801,2298,3000,纯洁的玛利亚
138053,2299,2262,Anne Happy♪
193270,2300,2730,告诉我！辣妹子酱 OAD
62946,2301,2578,DD北斗神拳
46117,2302,2338,虫虫危机
193452,2303,2251,境界的轮回 第三季
46010,2304,2362,High School D×D OAD
1995,2305,2289,海贼王 机关城的机械巨兵
2430,2306,1603,狗/子弹&屠杀
67376,2307,2479,灰色的果实
3826,2308,1926,我叫MT 第二季
102427,2309,2396,潜行吧！奈亚子 OVA
33051,2310,2393,破邪大星弹劾凰
162040,2311,2579,剑风传奇
36120,2312,2502,大力士
10338,2313,2122,学园救援团
205310,2314,2040,LOST SONG
58311,2315,2276,滑头鬼之孙 零·泪·雪
20117,2316,2720,最终幻想VII 最终密令
77625,2317,2539,心理测量者 第二季
22956,2318,3111,AMON 恶魔人默示录
18780,2319,1960,真的存在！灵媒老师
204483,2320,2573,动作女主 水果应援团
3395,2321,2711,魔法使的条件
131540,2322,2425,选择破坏者WIXOSS
10526,2323,1627,我叫MT 第四季
192701,2324,2055,守望先锋：新生
168417,2325,2521,乌冬面之国的金色毛毬
47726,2326,2638,永远之久远 第三章 梦幻的连座
2735,2327,2302,猫愿三角恋
8401,2328,2102,精灵宝可梦 超级愿望
148098,2329,2661,食戟之灵 OAD
145739,2330,2996,高达G之复国运动 FROM THE PAST TO THE FUTURE
100857,2331,2382,未确认进行式 OAD
10581,2332,3052,宫本武藏 双剑驰骋之梦
132220,2333,2793,龙珠超
6752,2334,2748,草莓100% Original DVD
45842,2334,2476,变态王子与不笑猫
19524,2336,2095,钢铁天使核桃 零
47147,2337,1810,麦兜当当伴我心
128801,2338,2632,"Wake Up, Girls! 超越深限"
11645,2339,2225,秀逗魔导士REVOLUTION
208450,2340,2976,笨女孩
221292,2341,2558,A.I.C.O.：化身
3751,2342,2515,再造基因
1901,2343,2252,海贼王 珍兽岛之乔巴王国
115338,2344,2757,动画心疗系
61222,2345,2325,学活！ 第二季
2975,2346,2780,名侦探柯南 水平线上的阴谋
4614,2347,1899,我叫MT 第三季
58915,2348,2814,怪物史莱克
3944,2349,2348,舞-乙HiME Zwei
3359,2350,2295,亲吻姐姐OAD
15494,2351,2843,Xi AVANT
6813,2351,2460,文学少女 翱翔于天空的天使的镇魂曲
1103,2353,2314,零之使魔 双月骑士
226750,2354,2648,刀剑神域外传 Gun Gale Online
80778,2355,3026,黑白小姐
1273,2356,2666,BLUE DROP 天使们的戏曲
36125,2357,2183,鲤鱼跳龙门
4486,2358,1403,和殿下一起
1779,2359,2464,NEEDLESS
15395,2359,2452,战国BASARA 剧场版 -The Last Party-
2682,2361,2178,EVA爆笑学园
48034,2362,2804,琴浦小姐
192794,2363,3253,秋叶原之旅
60493,2364,689,南方公园剧场版
80763,2365,2443,飙速宅男 OAD
3167,2366,3070,超时空要塞II 再爱一次
10406,2367,2119,寻找满月
93356,2368,2173,天方魔谭MAGI 辛巴达的冒险
80599,2369,1470,彩虹小马 小马国女孩
145735,2370,2445,影鳄
37415,2371,2079,史上最强弟子兼一 OAD
103810,2372,2764,何时搅了荷包蛋的黄？
116287,2373,2606,期待在地下城邂逅有错吗
90799,2374,2238,海贼王 路飞落下！秘境 海肚脐的大冒险
52170,2375,2926,问题儿童都来自异世界？
11190,2376,3001,太阳王子霍尔斯的大冒险
19591,2377,2728,罗密欧与朱丽叶
18578,2378,1814,怪物猎人日记 岌岌可危的猫猫村G
211844,2379,2387,学园奶爸
6820,2380,2306,红 Kurenai OVA
2220,2381,2148,宇宙小毛球
39699,2382,2749,我的朋友很少 Add-on disk
24837,2383,2663,魁拔II 大战元泱界
103304,2384,2766,女神异闻录4 黄金版
2293,2385,2637,武器种族传说
48670,2386,2305,游戏王ZEXAL II
76368,2387,3179,前进，达瓦里希
2915,2388,1395,炎之蜃气楼～水际的反逆者～
112905,2389,2550,SHOW BY ROCK!!
167434,2390,3246,少女编号
4394,2391,1978,Fresh 光之美少女! 玩具王国有很多秘密!?
195328,2392,2307,偶像大师 灰姑娘女孩剧场
78542,2393,2642,东京暗鸦
90795,2394,2232,海贼王时代剧 年底特别企画! 草帽小子路飞的捕头传
205737,2395,2175,田中君今天也是如此慵懒
38907,2396,2249,地铁大逃杀
109053,2397,3132,火影忍者 剧场版 终章
3477,2398,2576,空之音
93424,2399,2914,尽管如此世界依然美丽
38118,2400,2817,名侦探柯南 怪盗基德孤岛决战
2939,2401,2456,魔女之刃
1420,2402,2495,潘多拉之心
24241,2403,2326,新暗行御史
161941,2404,1865,纳米核心 抉择篇
58245,2405,1467,纯情罗曼史 OAD
29074,2406,2595,锁锁美同学@提不起劲
4011,2407,2395,天使领域
60376,2408,2547,和我一起来画吧：我爱你
107957,2409,2798,GANGSTA匪徒
137937,2410,1770,狐妖小红娘
90512,2411,2571,战姬绝唱SYMPHOGEAR GX
2168,2412,2892,二十面相少女
75702,2413,2477,归宅部活动记录
1997,2414,2165,.hack//时空
34236,2415,2676,云海骑兵队
5655,2416,2961,世纪末超自然学院
1415,2417,3146,草莓100%
39195,2418,2620,这个是僵尸吗？ OAD
2976,2419,2703,名侦探柯南 侦探们的镇魂歌
57933,2420,2500,人形电脑天使心：送东西
106693,2421,2531,学园孤岛
18656,2422,2365,天降美食
106314,2423,2934,选择扩散者WIXOSS
147036,2424,2644,GATE 奇幻自卫队 炎龙篇
6814,2425,2640,文学少女 热恋少女们的狂想曲
1486,2426,2773,圣斗士星矢 极乐净土篇
14429,2427,2933,寒蝉鸣泣之时 煌
71734,2428,2209,薄樱鬼 第一章 京都乱舞
114685,2429,3183,可塑性记忆
1418,2430,2167,MADLAX
9380,2431,2351,绯色恋
44120,2432,2256,十万个冷笑话 第一季
26803,2433,1622,我叫MT 第五季
2170,2434,2610,天翔少女
15237,2435,2344,神的记事本
2688,2436,2301,初音岛II 第二季
1977,2437,2347,向北
529,2438,2405,工作狂人
147780,2439,2513,天方魔谭MAGI 辛巴达的冒险
117153,2440,2570,俺物语!!
204868,2441,1617,相思
47957,2442,2551,超次元游戏 海王星
194165,2443,2718,大成建设
46128,2444,2312,功夫熊猫:盖世五侠的秘密
9472,2445,2995,如果高中棒球队女子经理读了彼得·德鲁克
106834,2445,2862,机动战士高达桑
1750,2447,2126,战国BASARA 贰
36241,2448,2185,老狼请客
57269,2449,2709,寒蝉鸣泣之时 扩
3014,2450,2386,仙乐传说
129246,2451,2499,High☆Speed! -Free! Starting Days-
186072,2452,2682,杀老师Quest
168634,2453,3089,竞女
148281,2454,2968,羁绊者
36124,2455,2559,半夜鸡叫
54356,2456,1901,妖精的尾巴 妖精们的合宿
226004,2457,2509,独自生活的小学生
5918,2458,1478,水脑袋
37619,2458,1834,故乡重现 日本的古老传说
5881,2460,3042,女子高中生
323,2461,2409,秀逗魔导士EVOLUTION-R
126461,2462,2876,樱子小姐的脚下埋着尸体
12333,2463,2497,神样DOLLS
199270,2464,2671,田中君总是如此慵懒 特典
7747,2465,2948,风云决
3152,2466,2562,备长炭
2695,2467,2656,幻想传说
48065,2468,2411,血意少年
10401,2469,2150,轰炸超人
69295,2470,1886,麻辣女孩
97197,2471,2779,科学超电磁炮S OVA
101162,2472,2235,鸟！鸟！鸟！
9774,2473,2575,这个是僵尸吗？
2173,2474,2093,无爱之战
1419,2475,2641,飞篮扣杀
219568,2476,2962,博多豚骨拉面
177094,2477,1722,南方公园 第20季
43404,2478,2721,女神异闻录3 剧场版 第一章 春生
49693,2479,3264,Phi-Brain～神之谜题3
46828,2480,2407,悠悠式
37412,2481,2201,自古英雄出少年
68535,2482,2253,迷你偶像 OAD
173303,2483,2860,Urara迷路帖
20582,2484,2643,妖狐×仆SS
198961,2484,3101,机甲少女 FRAME ARMS GIRL
33355,2486,3004,战国Collection
139137,2487,2692,克拉斯卡劳埃德
8219,2488,2894,魔法老师涅吉!?
153195,2489,2727,亚尔斯兰战记 OAD
2750,2490,2754,杀戮都市
32330,2491,2830,激钢人3 热血大决战!!
147067,2492,2736,女神异闻录5 -THE DAY BREAKERS-
192700,2493,2234,守望先锋：英雄
2934,2494,2906,黑塚
4374,2495,2453,少年阴阳师
18151,2496,2979,魔法护士小麦Z
89594,2497,3150,宇宙海盗船长哈洛克
14731,2498,2811,今天开始做魔王 第三季
4558,2499,2787,哆啦A梦：大雄的人鱼大海战
20926,2500,2567,网球王子 全国大会篇
49425,2501,2434,金田一少年事件簿 黒魔术杀人事件
8412,2502,3068,铁胆火车侠
95618,2503,2925,破刃之剑
100705,2504,2447,属性同好会 OAD
77143,2505,1958,妖精的尾巴 心跳不已·龙舌兰乐园
20431,2506,2349,学校怪谈
193161,2507,2841,香肠派对
89486,2508,2938,攻壳机动队ARISE border:3 Ghost Tears
3844,2509,2324,北斗神拳拉欧外传-天之霸王
44936,2510,2363,龙珠 神龙传说
6812,2511,2717,文学少女 做梦少女的前奏曲
10598,2512,3093,高地人 复仇之旅
127724,2513,3136,落第骑士英雄谭
78406,2514,2848,萌萌侵略者
90388,2514,3393,龙娘七七七埋藏的宝藏
146611,2516,2878,房东妹子青春期
4252,2517,2593,艾莉森与莉莉娅
41612,2518,2839,散华礼弥 OAD
10508,2519,2596,凉风
8544,2520,2655,圣石小子
99538,2521,3012,日常系的异能战斗
68461,2522,2599,滑头鬼之孙 ～奴良组事始～
103812,2523,2542,青春之旅 OAD
41529,2524,2810,BTOOOM! 惊爆游戏
2063,2525,2371,初音岛
56116,2526,2687,稻荷恋之歌
8966,2527,2370,蜡笔小新之动感超人大战泳装魔王
973,2528,2311,月咏
895,2529,2604,今天开始做魔王
1944,2530,2217,遥远时空中 舞一夜
6501,2530,2426,烈火之炎
492,2532,3306,无限之住人
10099,2533,2634,天保异闻妖奇士
109948,2534,3766,CROSS ANGE 天使与龙的轮舞
232072,2535,2046,足球小将
2788,2536,2472,神风怪盗贞德
44940,2537,2795,龙珠Z 世上最强之人
95095,2538,2951,选择感染者WIXOSS
129087,2538,2950,教室☆危机
3547,2540,2794,冥王计划志雷马
118906,2541,2885,山田君与7个魔女
47666,2542,2288,傻大猫和崔弟
85303,2543,3142,棺姬嘉依卡
177998,2544,2545,Re：从零开始的休息时间
10418,2545,2113,GEAR战士电童
23681,2546,2851,DOG DAYS'
187132,2547,2897,哆啦A梦 大雄的南极冰冰凉大冒险
111761,2548,2404,头文字D Legend3 -梦现-
1749,2549,2131,战国BASARA OVA
2300,2550,2886,黑猫
25919,2551,2669,真盖塔VS新盖塔
101266,2552,3054,剧场版 进击的巨人 前篇～红莲的弓矢～
2469,2553,2859,飞轮少年
2310,2554,2203,麦兜响当当
2942,2555,2751,虎子
87615,2556,2659,我的脑内选项正在全力妨碍学园恋爱喜剧 OAD
120042,2557,2568,我是高宫茄乃
6755,2558,2461,草莓100% Special
45624,2559,2922,超时空要塞FB7 银河流魂
3429,2560,2831,御伽草子
1377,2561,3184,海猫鸣泣之时
14763,2562,2507,希望宅邸？
57150,2563,2416,离线LINE - 上班族 -
3712,2564,2616,限定少女。
8413,2565,2835,铁胆火车侠2
2396,2566,2828,风之圣痕
2914,2567,1870,炎之蜃气楼
99906,2567,2139,史上最强弟子兼一 暗之袭击
23170,2569,2519,只有神知道的世界 四人与偶像
170762,2569,2435,暗杀教室 第二季 课外授课篇
228380,2571,2713,钢琴之森
6473,2572,2294,怪物猎人日记 岌岌可危的猫猫村 ☆猫猫千钧一发☆
4384,2572,2068,圆盘皇女 十二月的小夜曲
2482,2574,2740,萝莉的时间
317,2575,2849,我家有个狐仙大人
1545,2576,2316,鹤屋和熏干酪
4830,2577,2471,萝莉的时间 2学期
24824,2578,2147,蜡笔小新 呼风唤雨黄金的间谍大作战
192428,2578,3202,怪怪守护神
204641,2580,2042,无畏魔女 彼得堡大战略
194852,2581,2645,ESCHA CHRON
81847,2582,2742,兔宝的悲惨日常 觉醒篇
38127,2583,2978,名侦探柯南 MAGIC FILE 4 ～通往大阪什锦煎饼的艰辛之路～
174143,2584,3165,人渣的本愿
11142,2585,2631,萝莉的时间～萝莉的夏令时～
2783,2586,2927,名侦探柯南 漆黑的追迹者
10381,2587,2829,死囚乐园
114197,2588,2266,咲日和 OAD
78319,2589,2858,暗芝居
36067,2590,2652,快乐的大脚
47727,2591,2853,永远之久远 第四章 红莲的焦躁
58914,2592,2636,小鸡快跑
35790,2593,2188,妖精的尾巴 记忆里的日子
137892,2594,2807,爱宠大机密
192702,2595,2333,守望先锋：归来
168559,2596,2598,影鳄 承
77552,2597,2921,Fate/Zero cafe
175404,2598,3281,ISLAND
44942,2599,2667,龙珠Z 超级赛亚人孙悟空
9348,2600,2535,爆旋陀螺
41244,2601,3392,被狙击的学园
1986,2602,2467,兽王星
2425,2603,3197,守护甜心!!心跳
26825,2604,3161,夏色奇迹
146503,2605,2270,境界的轮回 第二季
47725,2606,3168,永远之久远 第二章 混沌的兰舞
26806,2607,3156,有你的小镇 OAD 黄昏交叉点
220566,2608,1558,杀戮天使
1822,2609,2651,加奈日记
8719,2610,2486,仙界传 封神演义
1011,2611,2694,ToHeart2 adplus
7397,2612,2941,贫穷姊妹物语
56951,2613,3615,革命机Valvrave
77756,2614,3041,学生会的一己之见 Lv.2 EX
5474,2615,2592,滑头鬼之孙
2680,2615,2508,初音岛 第二季
229611,2617,2473,图斯库尔皇女的华丽日常
160210,2618,2482,旅街晚间秀
147343,2619,2708,愤怒的小鸟
88441,2620,3075,噗哔啵 来自未来
115615,2621,3086,功夫熊猫3
4006,2622,2184,钢铁天使核桃
12433,2623,2820,变态生理研究班
37344,2624,2784,竖笛与双肩书包 2♪
1804,2625,2840,心跳回忆Only Love
182239,2626,2875,噬血狂袭 II
8804,2627,2264,幽游白书 冥界死斗篇 炎之绊
3139,2628,2565,数码暴龙04无限地带 古代数码宝贝复活
221293,2629,2789,网络胜利组
3780,2630,2917,文学少女 今日的点心～初恋～
3758,2631,2869,魂狩
60003,2632,3090,K 失落之王
38217,2633,3424,蒙特
4396,2634,1843,光之美少女 Max Heart 秘密花园
10213,2635,2901,我们没有翅膀
66991,2636,3115,Blossom
192252,2637,3203,异世界食堂
81386,2638,2723,人鱼又上钩 OAD
146994,2639,3171,粗点心战争
25363,2640,2772,魔法禁书目录炭
14646,2641,1730,彗星公主
974,2642,2952,深渊传说
28110,2643,2533,青之驱魔师 小黑出走记
11180,2643,2096,美妙旋律 极光之梦
78398,2643,2693,限制级杀手
86072,2646,3319,世界征服～谋略之星～
131803,2647,2341,家有穆珂
120445,2648,3108,GATE 奇幻自卫队
136371,2649,3387,情热传说 the X
196188,2650,2566,漫研部~Surgical Friends~
42859,2651,2877,One Off
27624,2652,1329,错误404：你所寻找的动画不存在
26804,2653,3445,魔法禁书目录 恩底弥翁的奇迹
8969,2654,2308,蜡笔小新之云黑斋的野心
102694,2655,3377,修业魔女璐璐萌
46307,2656,3226,恶之华
129007,2657,2572,高校星歌剧
38124,2658,3048,名侦探柯南 柯南、基德与水晶之母
186620,2659,3261,大护法
2082,2659,2942,甜蜜声优
3532,2661,3572,神枪少女 -IL TEATRINO-
81846,2662,2160,薄樱鬼 第二章 士魂苍穹
38228,2663,3036,圣斗士星矢 圣域传说
126175,2664,2672,小桃小栗 Love Love物语
83731,2665,2681,魔法少女☆伊莉雅 OAD
11836,2666,2204,侦探学园Q
95810,2667,2683,龙之谷：破晓奇兵
1737,2668,2999,传颂之物 OVA
1421,2669,3134,战场女武神
219166,2670,2140,英雄故事：末日铁拳
199229,2671,3104,Code Geass 反叛的鲁路修 I 兴道
181090,2672,2819,奇异太郎少年的妖怪绘日记
127827,2673,2902,High School DxD DX OAD
116034,2674,3021,夜之小双侠
101784,2675,3255,世嘉硬件女孩
29120,2676,2872,龙珠 巴达克之章
24815,2677,2480,哆啦A梦 大雄与奇迹之岛～动物历险记～
1867,2678,2589,海贼王 打倒海贼强萨克！
306,2679,2833,我自己；你自己
220312,2680,2808,宅男腐女恋爱真难
3759,2681,1964,猫语少女
68269,2682,2329,精灵宝可梦 超级愿望 第2季 德科罗拉大冒险
24056,2683,2691,森田同学很沉默 2
87389,2684,2731,未确认进行式 OVA
129960,2685,3300,长门有希酱的消失 OAD
54438,2686,2214,八犬传-东方八犬异闻-
47729,2687,3169,永远之久远 第六章 永远之永恒
47728,2688,3023,永远之久远 第五章 双绝的来复
907,2689,2864,药师寺凉子怪奇事件簿
33820,2690,2296,中华小子
18635,2691,3538,罪恶王冠
19134,2692,3174,JJ萌艺社
4330,2693,3028,魔术快斗
37469,2694,2958,弹珠警察
82510,2694,2981,进击的巨人 Q版剧场 飞起来！训练兵团
182406,2696,3250,高达创战者TRY 岛上战争
42850,2697,2689,勇敢传说
93714,2698,3629,东京喰种
101195,2699,2992,漫研部~妄想突变~
25444,2700,2857,听爸爸的话！
181880,2701,2741,斩首循环 蓝色学者与戏言跟班
2610,2702,2916,机巧魔神2
27567,2703,3072,超速变形螺旋杰特
90815,2704,3386,长门有希酱的消失
8725,2705,2761,ToHeart2 adnext
61429,2706,2782,精灵宝可梦 超级愿望 第2季 N之章
2089,2707,2729,恶作剧之吻
67826,2708,3230,噬血狂袭
3183,2709,3274,文学少女 剧场版
172498,2710,3404,埃罗芒阿老师
175362,2711,2504,雏逻辑 from Luck ＆ Logic
23542,2712,2743,不可思议星球的双胞胎公主
40081,2713,2685,精灵宝可梦 超级愿望 第2季
17121,2714,2548,魔法老师捏吉!? 夏
147706,2715,2061,疯味英雄
159661,2716,3715,黑色残骸
189546,2717,2861,想要传达你的声音
217624,2718,2255,十万个冷笑话2
2448,2719,3178,钢铁新娘
18506,2720,3280,笑颜
85424,2721,3509,帕罗的未来岛
2174,2722,2971,推理之绊
8297,2723,3391,Toheart 回忆永恒
175603,2724,3330,七大罪 圣战的预兆
11684,2725,2544,飞天少女猪
66693,2726,2410,你好七叶 第二季
95679,2727,3694,每度！浦安铁筋家族
65565,2728,3002,听爸爸的话！OAD
1862,2729,2805,灼眼的夏娜 剧场版
54728,2730,3085,侦探歌剧 少女福尔摩斯 Alternative TWO
117731,2731,2763,境界的轮回
42741,2732,3014,最强会长黑神 Abnormal
809,2733,3310,桃华月惮
38758,2734,1668,闪电十一人GO 时空之石
3828,2735,3033,少女爱上姐姐
10650,2735,2505,战场的女武神3 为了谁所受的枪伤
2088,2737,2005,苍天航路
37416,2738,2675,猫神八百万OVA
13143,2739,2490,魔人侦探脑啮涅罗
185420,2740,3119,伯纳德小姐说。
54371,2741,3149,NEXT A-Class
4829,2742,2619,萝莉的时间 OAD
20523,2743,3137,海贼王 追寻草帽
106212,2744,3164,High School D×D BorN
594,2745,3299,健康全裸游泳社 海商
156591,2746,2706,镇魂街
29259,2747,3321,交响诗篇AO
60022,2748,2786,星际恐龙
16139,2749,2220,妖精的尾巴 欢迎来到 Fairy Hills!!
2333,2750,2959,蓝兰岛漂流记
12357,2751,2043,千年狐
9911,2752,3247,追逐繁星的孩子
18606,2753,2609,拥抱春天的罗曼史
68756,2754,3283,农林
56094,2755,3324,恶魔幸存者2
137063,2756,3116,干物妹！小埋 OAD
771,2757,2816,女神异闻录 -圣洁之魂-
91651,2758,3025,中二病也要谈恋爱！恋 Lite
18299,2759,3006,未来日记 OAD
1943,2760,3175,遥远时空中 八叶抄
3132,2761,3113,数码兽拯救者
117558,2762,3151,干支魂
7160,2763,3328,银盘万花筒
130364,2764,1762,勇者大冒险
88354,2765,3356,境界的彼方 偶像裁判 ～即使迷茫也要制裁之民～
105875,2766,3818,高达创战者TRY
186034,2767,3109,青之驱魔师 京都不净王篇
97561,2768,3078,南之岛的德拉酱
56093,2769,2984,弹丸论破 希望学园与绝望高中生
52764,2770,3380,杀戮都市 2nd Stage
77570,2771,3129,我的脑内选项正在全力妨碍学园恋爱喜剧
78801,2772,2267,妖精的尾巴×圣石小子
116651,2773,3112,血型君2
129131,2774,2613,创势的大天使EVOL
12655,2775,2664,希望宅邸
103232,2776,2991,逃亡者·毛利小五郎
136603,2777,3144,风之又三郎
4021,2778,2621,七彩的素描
10566,2779,3038,美食的俘虏
1841,2780,2611,秘密 ～The Revelation～
136336,2781,3568,传颂之物 虚伪的假面
45414,2782,2812,竖笛与双肩书包 OAD
39637,2783,3361,视而不见
101375,2784,2970,潜行吧！奈亚子W  OVA
165553,2785,3497,Love Live! Sunshine!!
51943,2786,3143,神不在的星期天
22107,2787,3567,火影忍者剧场版 大活剧！雪姬忍法帖！！
3410,2788,3448,AIR 剧场版
87936,2789,1950,穿靴子的猫：萌猫三剑客
118908,2789,3233,境界的彼方 -I'LL BE HERE- 未来篇
165972,2791,3037,斯特拉的魔法
25711,2792,2800,大草原上的小老鼠
14933,2793,2809,宝贝公主
50945,2794,2739,天然萌少女明日香 OAD
